2019-12-08T14:00:45.000Z, Authentication Failure, User438
2019-12-10T16:43:20.000Z, Process Start, User329
2019-12-10T16:43:26.000Z, Process Start, User202
2019-12-10T16:43:29.000Z, Process Start, User366
2019-12-10T16:43:35.000Z, Process Start, User387
2019-12-10T16:43:48.000Z, Process Start, User477
2019-12-10T16:44:24.000Z, Login, User407
2019-12-10T16:44:32.000Z, Logout, User158
2019-12-10T16:44:32.000Z, Login, User392
2019-12-10T16:44:45.000Z, Login, User136
2019-12-10T16:45:01.000Z, Logout, User180
2019-12-10T16:45:08.000Z, Process Start, User116
2019-12-10T16:45:08.000Z, Login, User221
2019-12-10T16:45:13.000Z, Logout, User136
2019-12-10T16:45:15.000Z, Process Start, User387
2019-12-10T16:46:01.000Z, Login, User39
2019-12-10T16:46:25.000Z, Login, User55
2019-12-10T16:46:30.000Z, Process Start, User262
2019-12-10T16:46:38.000Z, Process Start, User366
2019-12-10T16:47:04.000Z, Process Start, User392
2019-12-10T16:47:12.000Z, Login, User408
2019-12-10T16:47:17.000Z, Login, User442
2019-12-10T16:47:19.000Z, Login, User119
2019-12-10T16:47:23.000Z, Process Start, User39
2019-12-10T16:47:27.000Z, Logout, User119
2019-12-10T16:47:31.000Z, Logout, User366
2019-12-10T16:47:31.000Z, Process Start, User392
2019-12-10T16:47:49.000Z, Logout, User329
2019-12-10T16:47:53.000Z, Login, User353
2019-12-10T16:47:53.000Z, Process Start, User408
2019-12-10T16:47:59.000Z, Logout, User387
2019-12-10T16:48:12.000Z, Logout, User452
2019-12-10T16:48:53.000Z, Login, User62
2019-12-10T16:48:53.000Z, Logout, User477
2019-12-10T16:49:10.000Z, Process Start, User62
2019-12-10T16:49:18.000Z, Logout, User55
2019-12-10T16:49:37.000Z, Logout, User353
2019-12-10T16:49:47.000Z, Login, User43
2019-12-10T16:49:49.000Z, Logout, User43
2019-12-10T16:49:56.000Z, Authentication Failure, User65
2019-12-10T16:50:07.000Z, Authentication Failure, User431
2019-12-10T16:50:12.000Z, Authentication Failure, User315
2019-12-10T16:50:42.000Z, Process Start, User39
2019-12-10T16:51:09.000Z, Login, User333
2019-12-10T16:51:19.000Z, Logout, User333
2019-12-10T16:52:08.000Z, Logout, User202
2019-12-10T16:52:17.000Z, Login, User376
2019-12-10T16:52:33.000Z, Login, User389
2019-12-10T16:52:45.000Z, Process Start, User407
2019-12-10T16:53:33.000Z, Logout, User116
2019-12-10T16:53:36.000Z, Logout, User62
2019-12-10T16:53:40.000Z, Logout, User392
2019-12-10T16:53:45.000Z, Process Start, User442
2019-12-10T16:53:50.000Z, Login, User296
2019-12-10T16:53:54.000Z, Logout, User262
2019-12-10T16:54:16.000Z, Login, User80
2019-12-10T16:54:34.000Z, Login, User17
2019-12-10T16:54:36.000Z, Process Start, User376
2019-12-10T16:55:14.000Z, Process Start, User80
2019-12-10T16:55:33.000Z, Logout, User221
2019-12-10T16:55:36.000Z, Login, User85
2019-12-10T16:55:48.000Z, Process Start, User442
2019-12-10T16:56:04.000Z, Logout, User80
2019-12-10T16:57:14.000Z, Login, User62
2019-12-10T16:57:16.000Z, Login, User400
2019-12-10T16:57:47.000Z, Authentication Failure, User304
2019-12-10T16:57:58.000Z, Logout, User442
2019-12-10T16:58:05.000Z, Logout, User296
2019-12-10T16:58:09.000Z, Logout, User17
2019-12-10T16:58:44.000Z, Process Start, User407
2019-12-10T16:58:56.000Z, Logout, User389
2019-12-10T16:59:14.000Z, Login, User217
2019-12-10T17:00:01.000Z, Login, User418
2019-12-10T17:00:05.000Z, Process Start, User407
2019-12-10T17:00:23.000Z, Process Start, User62
2019-12-10T17:00:41.000Z, Process Start, User407
2019-12-10T17:01:10.000Z, Process Start, User62
2019-12-10T17:01:11.000Z, Logout, User62
2019-12-10T17:01:11.000Z, Process Start, User85
2019-12-10T17:01:15.000Z, Authentication Failure, User47
2019-12-10T17:01:17.000Z, Logout, User408
2019-12-10T17:01:24.000Z, Login, User20
2019-12-10T17:01:24.000Z, Login, User429
2019-12-10T17:01:31.000Z, Process Start, User407
2019-12-10T17:01:42.000Z, Logout, User407
2019-12-10T17:02:05.000Z, Process Start, User39
2019-12-10T17:02:05.000Z, Process Start, User376
2019-12-10T17:02:56.000Z, Authentication Failure, User52
2019-12-10T17:03:09.000Z, Logout, User429
2019-12-10T17:03:58.000Z, Login, User53
2019-12-10T17:04:02.000Z, Login, User70
2019-12-10T17:04:35.000Z, Login, User162
2019-12-10T17:04:39.000Z, Process Start, User400
2019-12-10T17:04:43.000Z, Process Start, User217
2019-12-10T17:04:55.000Z, Logout, User217
2019-12-10T17:05:02.000Z, Logout, User70
2019-12-10T17:05:25.000Z, Process Start, User53
2019-12-10T17:05:26.000Z, Logout, User39
2019-12-10T17:05:56.000Z, Process Start, User85
2019-12-10T17:06:08.000Z, Login, User341
2019-12-10T17:06:12.000Z, Login, User303
2019-12-10T17:06:17.000Z, Process Start, User20
2019-12-10T17:06:18.000Z, Logout, User418
2019-12-10T17:06:39.000Z, Login, User231
2019-12-10T17:06:50.000Z, Logout, User85
2019-12-10T17:06:50.000Z, Logout, User341
2019-12-10T17:06:55.000Z, Logout, User162
2019-12-10T17:07:09.000Z, Process Start, User400
2019-12-10T17:07:40.000Z, Process Start, User53
2019-12-10T17:08:04.000Z, Login, User124
2019-12-10T17:08:06.000Z, Process Start, User376
2019-12-10T17:08:08.000Z, Process Start, User303
2019-12-10T17:08:29.000Z, Process Start, User53
2019-12-10T17:08:53.000Z, Logout, User376
2019-12-10T17:09:04.000Z, Login, User392
2019-12-10T17:09:20.000Z, Logout, User392
2019-12-10T17:09:47.000Z, Login, User294
2019-12-10T17:10:05.000Z, Process Start, User303
2019-12-10T17:10:17.000Z, Process Start, User231
2019-12-10T17:10:18.000Z, Logout, User294
2019-12-10T17:11:18.000Z, Login, User208
2019-12-10T17:11:29.000Z, Logout, User124
2019-12-10T17:11:31.000Z, Process Start, User400
2019-12-10T17:12:08.000Z, Login, User306
2019-12-10T17:12:14.000Z, Logout, User53
2019-12-10T17:13:00.000Z, Login, User333
2019-12-10T17:13:19.000Z, Login, User180
2019-12-10T17:13:22.000Z, Login, User446
2019-12-10T17:13:47.000Z, Process Start, User400
2019-12-10T17:13:59.000Z, Process Start, User333
2019-12-10T17:14:01.000Z, Process Start, User303
2019-12-10T17:14:35.000Z, Process Start, User400
2019-12-10T17:14:38.000Z, Logout, User20
2019-12-10T17:14:42.000Z, Process Start, User303
2019-12-10T17:15:06.000Z, Login, User414
2019-12-10T17:15:20.000Z, Login, User450
2019-12-10T17:15:22.000Z, Process Start, User208
2019-12-10T17:15:37.000Z, Logout, User231
2019-12-10T17:16:21.000Z, Process Start, User208
2019-12-10T17:16:24.000Z, Logout, User450
2019-12-10T17:16:34.000Z, Process Start, User333
2019-12-10T17:16:39.000Z, Logout, User180
2019-12-10T17:16:54.000Z, Login, User289
2019-12-10T17:17:13.000Z, Login, User106
2019-12-10T17:17:21.000Z, Process Start, User208
2019-12-10T17:17:25.000Z, Logout, User303
2019-12-10T17:17:26.000Z, Login, User357
2019-12-10T17:17:41.000Z, Process Start, User357
2019-12-10T17:17:44.000Z, Logout, User414
2019-12-10T17:18:02.000Z, Login, User149
2019-12-10T17:18:04.000Z, Process Start, User106
2019-12-10T17:18:11.000Z, Logout, User106
2019-12-10T17:18:11.000Z, Logout, User306
2019-12-10T17:18:50.000Z, Login, User464
2019-12-10T17:18:55.000Z, Authentication Failure, User294
2019-12-10T17:19:00.000Z, Login, User310
2019-12-10T17:19:15.000Z, Logout, User208
2019-12-10T17:20:12.000Z, Logout, User289
2019-12-10T17:20:13.000Z, Logout, User333
2019-12-10T17:21:12.000Z, Process Start, User357
2019-12-10T17:21:36.000Z, Logout, User310
2019-12-10T17:21:51.000Z, Authentication Failure, User12
2019-12-10T17:21:53.000Z, Logout, User400
2019-12-10T17:21:55.000Z, Login, User237
2019-12-10T17:23:33.000Z, Authentication Failure, User493
2019-12-10T17:24:04.000Z, Logout, User446
2019-12-10T17:25:09.000Z, Logout, User464
2019-12-10T17:25:37.000Z, Logout, User357
2019-12-10T17:26:10.000Z, Login, User33
2019-12-10T17:26:13.000Z, Logout, User237
2019-12-10T17:26:20.000Z, Login, User401
2019-12-10T17:26:22.000Z, Login, User204
2019-12-10T17:27:14.000Z, Login, User407
2019-12-10T17:27:35.000Z, Login, User234
2019-12-10T17:27:38.000Z, Process Start, User149
2019-12-10T17:27:49.000Z, Login, User16
2019-12-10T17:27:56.000Z, Process Start, User234
2019-12-10T17:28:16.000Z, Process Start, User33
2019-12-10T17:28:49.000Z, Process Start, User33
2019-12-10T17:29:12.000Z, Process Start, User204
2019-12-10T17:29:26.000Z, Login, User12
2019-12-10T17:29:32.000Z, Logout, User234
2019-12-10T17:29:38.000Z, Process Start, User33
2019-12-10T17:29:51.000Z, Process Start, User204
2019-12-10T17:30:07.000Z, Process Start, User204
2019-12-10T17:30:21.000Z, Process Start, User16
2019-12-10T17:30:31.000Z, Login, User175
2019-12-10T17:30:54.000Z, Login, User130
2019-12-10T17:31:24.000Z, Process Start, User33
2019-12-10T17:32:29.000Z, Login, User441
2019-12-10T17:33:03.000Z, Login, User478
2019-12-10T17:33:04.000Z, Login, User439
2019-12-10T17:33:33.000Z, Process Start, User175
2019-12-10T17:33:38.000Z, Logout, User16
2019-12-10T17:33:41.000Z, Process Start, User33
2019-12-10T17:34:01.000Z, Login, User71
2019-12-10T17:34:06.000Z, Process Start, User441
2019-12-10T17:34:37.000Z, Login, User67
2019-12-10T17:34:58.000Z, Process Start, User441
2019-12-10T17:35:13.000Z, Process Start, User439
2019-12-10T17:35:22.000Z, Process Start, User407
2019-12-10T17:35:23.000Z, Process Start, User204
2019-12-10T17:35:29.000Z, Process Start, User401
2019-12-10T17:35:50.000Z, Process Start, User441
2019-12-10T17:35:55.000Z, Login, User291
2019-12-10T17:36:49.000Z, Login, User109
2019-12-10T17:36:50.000Z, Logout, User130
2019-12-10T17:36:54.000Z, Logout, User67
2019-12-10T17:37:11.000Z, Logout, User175
2019-12-10T17:37:24.000Z, Logout, User12
2019-12-10T17:37:34.000Z, Logout, User33
2019-12-10T17:37:57.000Z, Process Start, User439
2019-12-10T17:37:59.000Z, Login, User411
2019-12-10T17:38:07.000Z, Login, User320
2019-12-10T17:38:18.000Z, Login, User294
2019-12-10T17:38:24.000Z, Login, User351
2019-12-10T17:38:32.000Z, Logout, User441
2019-12-10T17:38:47.000Z, Process Start, User294
2019-12-10T17:39:22.000Z, Process Start, User351
2019-12-10T17:39:23.000Z, Login, User168
2019-12-10T17:39:36.000Z, Logout, User168
2019-12-10T17:39:41.000Z, Logout, User204
2019-12-10T17:39:41.000Z, Login, User270
2019-12-10T17:39:45.000Z, Process Start, User320
2019-12-10T17:39:51.000Z, Process Start, User270
2019-12-10T17:39:52.000Z, Logout, User320
2019-12-10T17:40:26.000Z, Logout, User71
2019-12-10T17:41:26.000Z, Process Start, User149
2019-12-10T17:41:26.000Z, Process Start, User439
2019-12-10T17:41:46.000Z, Process Start, User401
2019-12-10T17:41:52.000Z, Process Start, User291
2019-12-10T17:42:11.000Z, Logout, User478
2019-12-10T17:42:57.000Z, Process Start, User294
2019-12-10T17:43:41.000Z, Process Start, User411
2019-12-10T17:44:29.000Z, Login, User178
2019-12-10T17:44:43.000Z, Process Start, User351
2019-12-10T17:44:55.000Z, Process Start, User270
2019-12-10T17:45:06.000Z, Login, User339
2019-12-10T17:45:14.000Z, Process Start, User178
2019-12-10T17:45:14.000Z, Process Start, User411
2019-12-10T17:45:18.000Z, Login, User39
2019-12-10T17:45:47.000Z, Login, User400
2019-12-10T17:46:12.000Z, Process Start, User339
2019-12-10T17:46:22.000Z, Process Start, User411
2019-12-10T17:46:23.000Z, Logout, User401
2019-12-10T17:47:04.000Z, Authentication Failure, User166
2019-12-10T17:47:08.000Z, Logout, User109
2019-12-10T17:47:12.000Z, Logout, User39
2019-12-10T17:47:15.000Z, Process Start, User411
2019-12-10T17:47:22.000Z, Login, User227
2019-12-10T17:47:32.000Z, Login, User85
2019-12-10T17:47:39.000Z, Logout, User407
2019-12-10T17:47:45.000Z, Login, User353
2019-12-10T17:47:57.000Z, Process Start, User439
2019-12-10T17:48:08.000Z, Login, User74
2019-12-10T17:48:17.000Z, Logout, User353
2019-12-10T17:48:37.000Z, Authentication Failure, User235
2019-12-10T17:48:41.000Z, Logout, User400
2019-12-10T17:48:43.000Z, Process Start, User351
2019-12-10T17:48:52.000Z, Logout, User149
2019-12-10T17:49:06.000Z, Login, User415
2019-12-10T17:49:23.000Z, Logout, User351
2019-12-10T17:49:24.000Z, Logout, User291
2019-12-10T17:49:26.000Z, Logout, User339
2019-12-10T17:49:28.000Z, Logout, User411
2019-12-10T17:49:35.000Z, Login, User233
2019-12-10T17:49:38.000Z, Logout, User178
2019-12-10T17:50:04.000Z, Logout, User294
2019-12-10T17:51:04.000Z, Logout, User233
2019-12-10T17:52:18.000Z, Login, User481
2019-12-10T17:52:45.000Z, Login, User157
2019-12-10T17:53:10.000Z, Process Start, User439
2019-12-10T17:53:21.000Z, Login, User315
2019-12-10T17:53:40.000Z, Logout, User85
2019-12-10T17:53:46.000Z, Logout, User157
2019-12-10T17:54:16.000Z, Authentication Failure, User130
2019-12-10T17:54:20.000Z, Logout, User227
2019-12-10T17:55:06.000Z, Login, User341
2019-12-10T17:55:29.000Z, Process Start, User315
2019-12-10T17:55:58.000Z, Process Start, User481
2019-12-10T17:56:03.000Z, Process Start, User315
2019-12-10T17:56:09.000Z, Login, User163
2019-12-10T17:56:31.000Z, Process Start, User415
2019-12-10T17:56:39.000Z, Process Start, User163
2019-12-10T17:56:45.000Z, Login, User318
2019-12-10T17:56:51.000Z, Process Start, User341
2019-12-10T17:57:02.000Z, Process Start, User439
2019-12-10T17:58:00.000Z, Process Start, User415
2019-12-10T17:58:43.000Z, Process Start, User315
2019-12-10T17:58:43.000Z, Login, User447
2019-12-10T17:58:54.000Z, Logout, User318
2019-12-10T17:59:00.000Z, Logout, User439
2019-12-10T17:59:35.000Z, Logout, User447
2019-12-10T17:59:41.000Z, Process Start, User481
2019-12-10T18:00:08.000Z, Process Start, User341
2019-12-10T18:00:09.000Z, Authentication Failure, User429
2019-12-10T18:00:13.000Z, Authentication Failure, User162
2019-12-10T18:00:16.000Z, Authentication Failure, User91
2019-12-10T18:00:18.000Z, Login, User235
2019-12-10T18:00:37.000Z, Process Start, User341
2019-12-10T18:01:40.000Z, Logout, User270
2019-12-10T18:01:45.000Z, Process Start, User235
2019-12-10T18:01:55.000Z, Logout, User235
2019-12-10T18:01:58.000Z, Process Start, User74
2019-12-10T18:01:58.000Z, Logout, User341
2019-12-10T18:02:24.000Z, Process Start, User481
2019-12-10T18:02:44.000Z, Process Start, User481
2019-12-10T18:02:47.000Z, Login, User99
2019-12-10T18:02:47.000Z, Login, User173
2019-12-10T18:03:01.000Z, Login, User129
2019-12-10T18:03:05.000Z, Login, User421
2019-12-10T18:03:18.000Z, Login, User405
2019-12-10T18:03:26.000Z, Process Start, User173
2019-12-10T18:03:50.000Z, Logout, User163
2019-12-10T18:04:38.000Z, Logout, User421
2019-12-10T18:04:46.000Z, Logout, User173
2019-12-10T18:05:49.000Z, Authentication Failure, User54
2019-12-10T18:06:31.000Z, Logout, User129
2019-12-10T18:06:38.000Z, Process Start, User74
2019-12-10T18:07:28.000Z, Logout, User481
2019-12-10T18:07:31.000Z, Logout, User315
2019-12-10T18:07:41.000Z, Login, User277
2019-12-10T18:07:44.000Z, Logout, User405
2019-12-10T18:08:01.000Z, Logout, User74
2019-12-10T18:08:10.000Z, Process Start, User99
2019-12-10T18:08:14.000Z, Process Start, User277
2019-12-10T18:08:43.000Z, Login, User291
2019-12-10T18:09:30.000Z, Process Start, User277
2019-12-10T18:09:40.000Z, Logout, User415
2019-12-10T18:10:25.000Z, Process Start, User99
2019-12-10T18:10:54.000Z, Authentication Failure, User410
2019-12-10T18:12:45.000Z, Process Start, User291
2019-12-10T18:13:19.000Z, Logout, User99
2019-12-10T18:13:23.000Z, Authentication Failure, User234
2019-12-10T18:13:49.000Z, Process Start, User277
2019-12-10T18:13:49.000Z, Logout, User291
2019-12-10T18:14:51.000Z, Logout, User277
2019-12-10T18:15:39.000Z, Login, User471
2019-12-10T18:17:41.000Z, Authentication Failure, User445
2019-12-10T18:18:20.000Z, Login, User342
2019-12-10T18:18:31.000Z, Login, User139
2019-12-10T18:18:35.000Z, Login, User122
2019-12-10T18:18:40.000Z, Authentication Failure, User179
2019-12-10T18:19:40.000Z, Process Start, User342
2019-12-10T18:20:17.000Z, Logout, User139
2019-12-10T18:21:46.000Z, Login, User111
2019-12-10T18:22:19.000Z, Logout, User342
2019-12-10T18:22:53.000Z, Logout, User111
2019-12-10T18:23:17.000Z, Process Start, User122
2019-12-10T18:24:00.000Z, Login, User59
2019-12-10T18:24:27.000Z, Login, User452
2019-12-10T18:24:37.000Z, Process Start, User122
2019-12-10T18:26:26.000Z, Process Start, User122
2019-12-10T18:27:12.000Z, Logout, User471
2019-12-10T18:27:31.000Z, Login, User456
2019-12-10T18:28:03.000Z, Login, User386
2019-12-10T18:28:13.000Z, Process Start, User452
2019-12-10T18:28:17.000Z, Logout, User452
2019-12-10T18:29:24.000Z, Login, User79
2019-12-10T18:29:35.000Z, Authentication Failure, User431
2019-12-10T18:30:01.000Z, Process Start, User386
2019-12-10T18:30:11.000Z, Logout, User79
2019-12-10T18:30:31.000Z, Login, User219
2019-12-10T18:30:40.000Z, Login, User475
2019-12-10T18:31:00.000Z, Logout, User219
2019-12-10T18:31:01.000Z, Login, User368
2019-12-10T18:31:21.000Z, Logout, User475
2019-12-10T18:32:07.000Z, Login, User221
2019-12-10T18:32:23.000Z, Login, User162
2019-12-10T18:32:32.000Z, Process Start, User59
2019-12-10T18:33:01.000Z, Process Start, User221
2019-12-10T18:34:03.000Z, Login, User439
2019-12-10T18:34:55.000Z, Logout, User456
2019-12-10T18:35:01.000Z, Login, User19
2019-12-10T18:35:01.000Z, Process Start, User386
2019-12-10T18:35:46.000Z, Logout, User221
2019-12-10T18:37:01.000Z, Logout, User368
2019-12-10T18:37:09.000Z, Process Start, User19
2019-12-10T18:37:21.000Z, Login, User220
2019-12-10T18:37:30.000Z, Login, User219
2019-12-10T18:37:34.000Z, Logout, User220
2019-12-10T18:37:48.000Z, Authentication Failure, User330
2019-12-10T18:37:48.000Z, Login, User474
2019-12-10T18:38:00.000Z, Logout, User162
2019-12-10T18:38:19.000Z, Login, User333
2019-12-10T18:38:45.000Z, Process Start, User333
2019-12-10T18:38:53.000Z, Logout, User19
2019-12-10T18:39:17.000Z, Login, User355
2019-12-10T18:39:30.000Z, Login, User429
2019-12-10T18:40:07.000Z, Process Start, User386
2019-12-10T18:40:12.000Z, Logout, User355
2019-12-10T18:41:26.000Z, Login, User330
2019-12-10T18:41:35.000Z, Login, User410
2019-12-10T18:41:52.000Z, Process Start, User122
2019-12-10T18:41:52.000Z, Process Start, User330
2019-12-10T18:41:55.000Z, Logout, User122
2019-12-10T18:42:07.000Z, Login, User26
2019-12-10T18:42:09.000Z, Authentication Failure, User267
2019-12-10T18:42:11.000Z, Process Start, User429
2019-12-10T18:42:23.000Z, Process Start, User333
2019-12-10T18:42:32.000Z, Authentication Failure, User248
2019-12-10T18:42:38.000Z, Authentication Failure, User420
2019-12-10T18:42:39.000Z, Logout, User386
2019-12-10T18:42:46.000Z, Authentication Failure, User288
2019-12-10T18:42:47.000Z, Logout, User439
2019-12-10T18:43:36.000Z, Logout, User330
2019-12-10T18:43:54.000Z, Logout, User429
2019-12-10T18:43:59.000Z, Process Start, User333
2019-12-10T18:44:19.000Z, Login, User245
2019-12-10T18:44:54.000Z, Process Start, User219
2019-12-10T18:45:02.000Z, Logout, User219
2019-12-10T18:45:06.000Z, Process Start, User59
2019-12-10T18:45:08.000Z, Logout, User333
2019-12-10T18:45:14.000Z, Login, User297
2019-12-10T18:45:43.000Z, Authentication Failure, User475
2019-12-10T18:46:03.000Z, Login, User214
2019-12-10T18:46:05.000Z, Process Start, User59
2019-12-10T18:46:18.000Z, Login, User109
2019-12-10T18:46:29.000Z, Logout, User474
2019-12-10T18:47:08.000Z, Login, User483
2019-12-10T18:47:55.000Z, Logout, User410
2019-12-10T18:48:24.000Z, Authentication Failure, User343
2019-12-10T18:48:43.000Z, Login, User69
2019-12-10T18:48:47.000Z, Login, User42
2019-12-10T18:48:47.000Z, Process Start, User245
2019-12-10T18:48:59.000Z, Login, User20
2019-12-10T18:49:05.000Z, Logout, User245
2019-12-10T18:49:10.000Z, Logout, User42
2019-12-10T18:49:12.000Z, Process Start, User483
2019-12-10T18:49:35.000Z, Logout, User483
2019-12-10T18:49:37.000Z, Login, User183
2019-12-10T18:50:48.000Z, Login, User101
2019-12-10T18:51:08.000Z, Logout, User183
2019-12-10T18:51:18.000Z, Process Start, User59
2019-12-10T18:51:38.000Z, Logout, User297
2019-12-10T18:51:39.000Z, Login, User42
2019-12-10T18:51:47.000Z, Process Start, User59
2019-12-10T18:51:48.000Z, Logout, User214
2019-12-10T18:52:03.000Z, Process Start, User20
2019-12-10T18:52:12.000Z, Login, User79
2019-12-10T18:52:17.000Z, Login, User311
2019-12-10T18:52:39.000Z, Login, User179
2019-12-10T18:52:50.000Z, Login, User294
2019-12-10T18:53:34.000Z, Process Start, User179
2019-12-10T18:54:05.000Z, Logout, User26
2019-12-10T18:54:20.000Z, Process Start, User59
2019-12-10T18:54:36.000Z, Process Start, User20
2019-12-10T18:54:37.000Z, Logout, User311
2019-12-10T18:55:03.000Z, Login, User283
2019-12-10T18:55:12.000Z, Process Start, User101
2019-12-10T18:55:59.000Z, Logout, User20
2019-12-10T18:56:05.000Z, Process Start, User69
2019-12-10T18:56:46.000Z, Process Start, User79
2019-12-10T18:56:53.000Z, Process Start, User294
2019-12-10T18:58:42.000Z, Logout, User69
2019-12-10T18:58:50.000Z, Login, User138
2019-12-10T18:58:53.000Z, Logout, User109
2019-12-10T18:59:14.000Z, Process Start, User294
2019-12-10T18:59:49.000Z, Login, User33
2019-12-10T19:00:13.000Z, Login, User16
2019-12-10T19:00:39.000Z, Authentication Failure, User341
2019-12-10T19:00:51.000Z, Logout, User179
2019-12-10T19:00:54.000Z, Logout, User79
2019-12-10T19:01:54.000Z, Process Start, User16
2019-12-10T19:02:01.000Z, Process Start, User138
2019-12-10T19:02:06.000Z, Login, User490
2019-12-10T19:02:19.000Z, Logout, User138
2019-12-10T19:02:41.000Z, Login, User409
2019-12-10T19:03:34.000Z, Login, User386
2019-12-10T19:03:37.000Z, Process Start, User490
2019-12-10T19:03:42.000Z, Process Start, User294
2019-12-10T19:03:59.000Z, Process Start, User33
2019-12-10T19:04:20.000Z, Process Start, User283
2019-12-10T19:04:37.000Z, Logout, User42
2019-12-10T19:04:45.000Z, Logout, User59
2019-12-10T19:04:53.000Z, Login, User158
2019-12-10T19:05:26.000Z, Login, User452
2019-12-10T19:05:27.000Z, Process Start, User452
2019-12-10T19:05:53.000Z, Logout, User294
2019-12-10T19:05:59.000Z, Process Start, User101
2019-12-10T19:06:14.000Z, Logout, User490
2019-12-10T19:06:17.000Z, Logout, User409
2019-12-10T19:07:05.000Z, Logout, User386
2019-12-10T19:07:07.000Z, Authentication Failure, User109
2019-12-10T19:07:37.000Z, Logout, User452
2019-12-10T19:08:07.000Z, Process Start, User101
2019-12-10T19:09:05.000Z, Login, User238
2019-12-10T19:09:13.000Z, Logout, User101
2019-12-10T19:09:17.000Z, Logout, User16
2019-12-10T19:09:22.000Z, Login, User187
2019-12-10T19:09:32.000Z, Process Start, User187
2019-12-10T19:10:24.000Z, Process Start, User158
2019-12-10T19:10:32.000Z, Login, User307
2019-12-10T19:10:35.000Z, Logout, User158
2019-12-10T19:10:39.000Z, Login, User341
2019-12-10T19:10:42.000Z, Login, User245
2019-12-10T19:11:01.000Z, Login, User490
2019-12-10T19:12:10.000Z, Logout, User245
2019-12-10T19:12:12.000Z, Logout, User187
2019-12-10T19:12:31.000Z, Login, User13
2019-12-10T19:13:10.000Z, Process Start, User283
2019-12-10T19:13:36.000Z, Logout, User13
2019-12-10T19:13:36.000Z, Logout, User307
2019-12-10T19:14:07.000Z, Process Start, User490
2019-12-10T19:14:17.000Z, Login, User381
2019-12-10T19:14:30.000Z, Process Start, User381
2019-12-10T19:14:59.000Z, Logout, User283
2019-12-10T19:15:52.000Z, Process Start, User341
2019-12-10T19:16:17.000Z, Login, User73
2019-12-10T19:16:20.000Z, Process Start, User490
2019-12-10T19:16:25.000Z, Process Start, User238
2019-12-10T19:16:27.000Z, Authentication Failure, User469
2019-12-10T19:16:32.000Z, Process Start, User33
2019-12-10T19:17:01.000Z, Logout, User381
2019-12-10T19:17:12.000Z, Login, User483
2019-12-10T19:17:52.000Z, Logout, User483
2019-12-10T19:17:58.000Z, Logout, User341
2019-12-10T19:18:13.000Z, Login, User351
2019-12-10T19:18:37.000Z, Authentication Failure, User465
2019-12-10T19:19:53.000Z, Login, User173
2019-12-10T19:22:26.000Z, Login, User129
2019-12-10T19:22:29.000Z, Login, User418
2019-12-10T19:23:22.000Z, Authentication Failure, User433
2019-12-10T19:23:37.000Z, Logout, User173
2019-12-10T19:23:42.000Z, Process Start, User129
2019-12-10T19:24:40.000Z, Login, User357
2019-12-10T19:24:46.000Z, Logout, User351
2019-12-10T19:25:02.000Z, Login, User343
2019-12-10T19:25:26.000Z, Logout, User343
2019-12-10T19:25:26.000Z, Process Start, User357
2019-12-10T19:27:08.000Z, Process Start, User73
2019-12-10T19:27:18.000Z, Login, User334
2019-12-10T19:27:34.000Z, Login, User341
2019-12-10T19:27:40.000Z, Login, User179
2019-12-10T19:27:55.000Z, Process Start, User357
2019-12-10T19:28:00.000Z, Process Start, User357
2019-12-10T19:28:01.000Z, Process Start, User238
2019-12-10T19:28:50.000Z, Logout, User73
2019-12-10T19:30:19.000Z, Login, User310
2019-12-10T19:31:42.000Z, Logout, User129
2019-12-10T19:32:43.000Z, Process Start, User179
2019-12-10T19:32:52.000Z, Process Start, User238
2019-12-10T19:33:26.000Z, Logout, User238
2019-12-10T19:34:10.000Z, Process Start, User33
2019-12-10T19:35:14.000Z, Process Start, User179
2019-12-10T19:36:09.000Z, Login, User414
2019-12-10T19:36:23.000Z, Logout, User310
2019-12-10T19:36:32.000Z, Process Start, User414
2019-12-10T19:36:52.000Z, Process Start, User414
2019-12-10T19:36:57.000Z, Authentication Failure, User16
2019-12-10T19:37:14.000Z, Logout, User357
2019-12-10T19:37:40.000Z, Process Start, User33
2019-12-10T19:38:52.000Z, Logout, User179
2019-12-10T19:38:55.000Z, Login, User63
2019-12-10T19:38:55.000Z, Login, User286
2019-12-10T19:39:21.000Z, Login, User252
2019-12-10T19:39:25.000Z, Authentication Failure, User226
2019-12-10T19:39:45.000Z, Login, User439
2019-12-10T19:39:59.000Z, Logout, User414
2019-12-10T19:41:14.000Z, Process Start, User439
2019-12-10T19:41:27.000Z, Logout, User286
2019-12-10T19:41:32.000Z, Logout, User63
2019-12-10T19:41:36.000Z, Process Start, User490
2019-12-10T19:42:24.000Z, Login, User381
2019-12-10T19:42:57.000Z, Logout, User418
2019-12-10T19:43:13.000Z, Authentication Failure, User74
2019-12-10T19:43:14.000Z, Process Start, User341
2019-12-10T19:43:29.000Z, Process Start, User439
2019-12-10T19:43:38.000Z, Login, User219
2019-12-10T19:43:49.000Z, Login, User179
2019-12-10T19:44:07.000Z, Logout, User252
2019-12-10T19:44:28.000Z, Logout, User490
2019-12-10T19:44:37.000Z, Authentication Failure, User180
2019-12-10T19:45:37.000Z, Logout, User219
2019-12-10T19:46:04.000Z, Login, User414
2019-12-10T19:46:23.000Z, Logout, User341
